id;x;y;infected
1;5.319506;43.285388;1
3;5.3196;43.285266;0
5;5.319269;43.285621;0
6;5.319614;43.285826;1
7;5.319598;43.285663;0
10;5.320189;43.285231;0
11;5.320429;43.28515;0
12;5.320786;43.285297;0
15;5.321629;43.285582;0
16;5.321371;43.285867;0
17;5.321603;43.285888;0
20;5.32338;43.286233;1
21;5.323532;43.286154;1
23;5.32335;43.285733;0
28;5.322806;43.285449;1
30;5.32241;43.28548;0
