id;x;y;infected
1;5.319426;43.285496;0
2;5.3195;43.285637;0
3;5.319324;43.285706;0
4;5.31959;43.285706;0
5;5.319961;43.28564;0
7;5.3204;43.285138;0
10;5.321552;43.285467;0
14;5.322854;43.285479;0
15;5.323387;43.285761;0
17;5.323457;43.286097;1
18;5.323411;43.286128;0
20;5.321622;43.285816;1
23;5.322381;43.285502;0
24;5.319665;43.285554;0
25;5.320078;43.285579;0
26;5.320378;43.285716;0
28;5.320669;43.285768;0
29;5.320982;43.285737;0
